Description,Chamber,Created date,Energy Policy Index,URL
"Relating to the filing of an annual audit report by a title insurance company, title insurance agent, or direct operation.",House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01901I.HTM
Relating to cybersecurity training for certain public employees.,House,2023-01-26,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01659I.HTM
Relating to the provision of certain intensive outpatient services and partial hospitalization services under Medicaid.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00905I.HTM
Relating to notice of nonrenewal of a property and casualty insurance policy.,House,2023-02-03,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01861I.HTM
"Relating to the filing of an annual audit report by a title insurance company, title insurance agent, or direct operation.",House,2023-02-03,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01860I.HTM
Relating to the continuation and operations of a health care provider participation program by the Harris County Hospital District.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01925I.HTM
Relating to student buildings fees at The University of Texas at Dallas.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01912I.HTM
Relating to requirements for beneficial tax treatment related to a leasehold or other possessory interest in a public facility used to provide affordable housing.,House,2023-01-25,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01556I.HTM
"Relating to the sourcing, marketing, and sale of certain license plates.",Senate,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00702I.HTM
Relating to a highway toll exemption for public school buses.,House,2022-12-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01081I.HTM
Relating to policy-making authority of constables for the purpose of a federal civil rights action.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01920I.HTM
Relating to the expiration date of the supplemental special education services program.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01926I.HTM
Relating to the eligibility of certain criminal defendants for an order of nondisclosure of criminal history record information.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02300I.HTM
Relating to monetary assistance provided by the Department of Family and Protective Services to certain relative or designated caregivers.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00908I.HTM
Relating to the establishment and implementation by the Texas Department of Housing and Community Affairs of the Texas Tenant Readiness and Landlord Incentive Pilot Program.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01917I.HTM
Relating to the designation of a portion of Farm to Market Road 2526 in Eastland County as the Sergeant Barbara Fenley Memorial Highway.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01913I.HTM
Proposing a constitutional amendment requiring the denial of bail to certain persons arrested for an offense resulting in the death of or serious bodily injury to a person younger than 18 years of age.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00099I.HTM
Relating to videoconferencing with a child by the child's possessory conservator.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01923I.HTM
Relating to privileged parking for certain military campaign and service award recipients.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02296I.HTM
Relating to the procedure for an application for a writ of habeas corpus filed in certain felony cases.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01908I.HTM
Relating to disclosure requirements for health care provider directories maintained by certain health benefit plan issuers.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01902I.HTM
"Relating to the capture and use of an individual's biometric identifiers, specimen, or genetic information by a governmental body or peace officer or by a person for commercial purposes; authorizing civil penalties.",Senate,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00704I.HTM
Relating to maternal mortality and morbidity in this state and Medicaid eligibility of and coverage for certain services provided to pregnant women.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01958I.HTM
Relating to construction contract trust funds.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01963I.HTM
Relating to the award of attorney's fees to a prevailing property owner in a judicial appeal of certain ad valorem tax determinations.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01956I.HTM
"Granting the legislature permission to adjourn for more than three days during the period beginning on Wednesday, January 25, 2023, and ending on Tuesday, January 31, 2023.",Senate,2023-01-25,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SC00010F.HTM
Relating to policyholder approval for certain windstorm and hail insurance rate changes.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01992I.HTM
Relating to preferred provider benefit plan out-of-pocket expense credits for payments made by an insured directly to a physician or health care provider.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02002I.HTM
Relating to the foundation curriculum and social studies curriculum in public schools.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02273I.HTM
Relating to the carrying or possession of a handgun by certain retired judges and justices.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02291I.HTM
Relating to allowing certain inmates to apply for supplemental nutrition assistance program benefits to be provided at the time of discharge or release.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00727I.HTM
Relating to the granting of privileges at hospitals for podiatrists.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00730I.HTM
Relating to memoranda of understanding between the Texas Water Development Board and other state agencies.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00735I.HTM
Proposing a constitutional amendment providing procedures to fill a vacancy in the office of Speaker of the House of Representatives.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00103I.HTM
Relating to the right to repurchase certain real property from a condemning entity after a change to the use of the property.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02284I.HTM
Relating to discounts provided by package store and wine only package store permit holders on the purchase of alcoholic beverages.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01978I.HTM
Relating to the cash balance benefit under the Employees Retirement System of Texas.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00729I.HTM
Relating to compensation and leave for certain peace officers.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02297I.HTM
Relating to the assessment of public school students and the provision of accelerated instruction to students who fail to achieve satisfactory performance on certain assessment instruments.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01983I.HTM
Relating to the authority of certain municipalities to prohibit openly carrying a handgun within the municipality.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02281I.HTM
Relating to the notification of a peace officer through an indication associated with vehicle registration that the vehicle owner may be transporting a person with a disability.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02283I.HTM
Relating to the regulation of physicians and the disciplinary authority of the Texas Medical Board.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01998I.HTM
Relating to the automatic stay of proceedings pending an interlocutory appeal of a denial of a motion to dismiss in an action involving the exercise of certain constitutional rights.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00896I.HTM
"Relating to a requirement that certain students, interns, residents, and fellows receiving a clinical education at public or nonprofit hospitals receive an annual comprehensive health examination.",House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02270I.HTM
Relating to the circumstances under which an appraisal review board is required to postpone a protest hearing.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00899I.HTM
Relating to tuition and fee exemptions at public institutions of higher education for certain students who were under the conservatorship of the Department of Family and Protective Services.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01976I.HTM
Relating to the repeal of and exceptions to certain laws prohibiting abortion.,House,2022-12-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00979I.HTM
Relating to a study regarding establishing a public law school as a professional school of The University of Texas at El Paso.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01997I.HTM
Relating to the fees assessed by a district clerk for copies of certain court documents.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01989I.HTM
In memory of Neal Gay.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00231I.HTM
Relating to teacher literacy achievement academies and the requirement for certain public school teachers and principals to attend a teacher literacy achievement academy.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01982I.HTM
"Recognizing Barbara Morgan Punch for 50 years of service to Delta Sigma Theta Sorority, Incorporated.",Senate,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00123F.HTM
Relating to certain criminal offenses concerning the unlawful transfer or purchase of certain weapons; increasing a criminal penalty.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02277I.HTM
Relating to the provision of state aid to certain local governments to offset the cost of the exemption from ad valorem taxation of the residence homestead of a 100 percent or totally disabled veteran.,Senate,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00748I.HTM
Relating to the extension of a driver's license suspension or disqualification following certain convictions.,House,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02008I.HTM
Relating to the reporting by a candidate or officeholder of notice of certain political expenditures made by a political committee.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02293I.HTM
Relating to the reimbursement of state employees for groceries consumed while traveling on official state business.,House,2022-12-02,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00855I.HTM
Relating to the correction of a certificate of public convenience and necessity for providing water or sewer utility service.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00893I.HTM
In memory of James Thomas Cain of San Antonio.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00187I.HTM
Relating to certain reimbursements and discounts allowed for the collection and payment of sales and use taxes.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02292I.HTM
Congratulating Roy Gutierrez on his retirement as superintendent of utilities for the City of Robstown Utility Systems.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00179I.HTM
"Recognizing Jacqueline D. Hoyt for 50 years of service to Delta Sigma Theta Sorority, Incorporated.",Senate,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00118F.HTM
Relating to the process for notifying the attorney general of a breach of security of computerized data by persons doing business in this state.,Senate,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00768I.HTM
Relating to the withdrawal of a candidate in a runoff primary election.,House,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02013I.HTM
Relating to memoranda of understanding for the provision of school resource officers at public schools.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02269I.HTM
"Recognizing Mary Ann Wallace for 50 years of service to Delta Sigma Theta Sorority, Incorporated.",Senate,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00124F.HTM
Relating to reimbursement for jury service.,House,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02014I.HTM
Relating to excused absences from public school for a student's mental or behavioral health.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00891I.HTM
Relating to notice requirements for certain municipal fees and the process to adopt a municipal budget that includes the use of revenue from those fees.,Senate,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00767I.HTM
Relating to the commingling of funds by digital asset service providers.,Senate,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00770I.HTM
Relating to the provision of property owners' association insurance by the FAIR Plan Association in certain areas.,Senate,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00741I.HTM
Relating to municipal regulation of structured sober living homes.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01987I.HTM
Relating to the repeal of and exceptions to certain laws prohibiting abortion.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02000I.HTM
"Recognizing February 28, 2023, as Texas Juvenile Justice Professional Day at the State Capitol.",House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00171I.HTM
Relating to the transfer of certain public school students who are children of peace officers.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01959I.HTM
Proposing a constitutional amendment prohibiting slavery and involuntary servitude.,House,2022-12-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00063I.HTM
Relating to the tax imposed on the purchase of a motor vehicle by the lessee on termination of the lease.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02004I.HTM
Relating to additional periods of possession of or access to a child to compensate for denial of court-ordered possession or access.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00718I.HTM
Relating to itemized billing for health care services and supplies provided by health care providers.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01973I.HTM
Relating to an exemption from ad valorem taxation of property owned by a charitable organization that provides services related to the placement of a child in a foster or adoptive home.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00719I.HTM
Honoring Fort Belknap for its historic role as the starting point of the Goodnight-Loving Trail.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00167I.HTM
Relating to enhancing the criminal penalty for the offense of intoxication manslaughter in certain circumstances.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00726I.HTM
Relating to the definition of a motorcycle.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00903I.HTM
Relating to additional periods of possession of or access to a child to compensate for denial of court-ordered possession or access.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01966I.HTM
Relating to procedures for identifying defendants suspected of having a mental illness or intellectual disability.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00725I.HTM
Relating to retired members of the Texas State Guard.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00723I.HTM
Relating to on-site identification requirements for certain contractors and subcontractors of the Texas Department of Transportation.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01969I.HTM
Relating to the definition of post-traumatic stress disorder under the workers' compensation system.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00716I.HTM
Relating to the designation of a portion of Interstate Highway 35 in Williamson County as the Officer Charles Whites Memorial Highway.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01968I.HTM
Relating to the adoption of uniform rules for hours of work for certain county employees.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00721I.HTM
Relating to the authority of certain municipalities to receive certain tax revenue derived from a hotel and convention center project and to pledge certain tax revenue for the payment of obligations related to the project.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00720I.HTM
In memory of Tammy Ruth Armbruster of Round Rock.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00168I.HTM
Proposing a constitutional amendment authorizing the legislature to legalize wagering in this state on certain sporting events.,House,2023-02-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00102I.HTM
"Relating to the relocation, adjustment, and ownership of commercial and outdoor signs.",Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00898I.HTM
Relating to the employment of certified school counselors by school districts.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00907I.HTM
Relating to implementation of an express lane option for determining eligibility and enrolling certain individuals in Medicaid or the child health plan program.,House,2023-01-26,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01599I.HTM
Relating to the name of and the course levels offered at Sul Ross State University Rio Grande College.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01960I.HTM
"Relating to the establishment of the Texas Leadership Scholars Program to serve as a merit-based scholarship and leadership opportunity for high-achieving, emerging leaders with financial need.",Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00902I.HTM
Commemorating the bicentennial of the establishment of the office of constable in Texas.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00169I.HTM
Relating to the proof required to impose payment holds in certain cases of alleged fraud by Medicaid providers.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00731I.HTM
Relating to an exemption from ad valorem taxation of a percentage of the appraised value of the tangible personal property a person owns that consists of inventory held for sale at retail.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01994I.HTM
Relating to a requirement that public schools issue student identification cards to high school students.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02289I.HTM
Relating to an exception to the application of the offense of misuse of official information for journalists.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00732I.HTM
Relating to the definition of qualified employee for purposes of the enterprise zone program.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00733I.HTM
Relating to requiring the Department of Family and Protective Services to notify certain individuals of changes to child abuse and neglect investigation reports.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01990I.HTM
Relating to increasing the criminal penalties for certain repeat sex offenders and to the admissibility of evidence of certain extraneous offenses or acts in the prosecution of certain sexual and assaultive offenses.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01975I.HTM
Relating to the regulation of group family leave insurance issued through an employer to pay for certain losses of income.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01996I.HTM
Relating to public school cybersecurity controls and requirements and technical assistance and cybersecurity risk assessments for public schools provided by the Department of Information Resources.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00717I.HTM
Relating to the service credit used in calculating longevity pay for certain judges and justices with prior full-time service as an associate judge.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01985I.HTM
Proposing a constitutional amendment to authorize the legislature to exempt from ad valorem taxation a percentage of the market value of the tangible personal property a person owns that consists of inventory held for sale at retail.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00104I.HTM
In memory of George Stidworthy Fox Jr. of Killeen.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00230I.HTM
Relating to the creation of certain criminal offenses concerning firearm sales at gun shows.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02276I.HTM
Relating to the delivery and direct shipment of certain alcoholic beverages to ultimate consumers; creating criminal offenses.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02003I.HTM
Relating to the days and hours during which the polls are open for early voting by personal appearance.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02001I.HTM
Relating to the authority of a peace officer commissioned by the comptroller to apply for an order authorizing the installation and use of a mobile tracking device.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01993I.HTM
"Relating to procedures for public involvement in redistricting of judicial districts, state legislative districts, State Board of Education districts, and congressional districts.",House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02294I.HTM
Relating to the creation of a pretrial intervention program for certain youth offenders; authorizing a fee.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01977I.HTM
Relating to requiring a licensed firearms dealer to report certain sales or transfers of multiple semiautomatic rifles to law enforcement; creating a criminal offense.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01995I.HTM
Relating to the list of reading instruments adopted and maintained  by the commissioner of education.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01988I.HTM
Relating to the board of directors of the Texas Windstorm Insurance Association.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01991I.HTM
Relating to the protection of aquaculture operations.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02271I.HTM
"Relating to an increase in the amount of the exemption of residence homesteads from ad valorem taxation by a school district, a reduction of the limitation on the total amount of ad valorem taxes that may be imposed by a school district on the homestead of an elderly or disabled person to reflect the increased exemption amount, and the protection of school districts against the resulting loss in local revenue.",House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02303I.HTM
Proposing a constitutional amendment to increase the mandatory age of retirement for state justices and judges.,Senate,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SJ00040I.HTM
Relating to the assessment of public school students and the provision of accelerated instruction to students who fail to achieve satisfactory performance on certain assessment instruments.,House,2023-02-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02031I.HTM
Relating to the establishment of a statewide Imagination Library program by the State Board of Education.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01974I.HTM
Relating to consideration by insurers of certain criteria for ratemaking.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00833I.HTM
Relating to prohibiting social media platforms from using certain social media algorithms to target minors.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02155I.HTM
Relating to the temporary appointment of county jailers.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02183I.HTM
Relating to notice regarding a parent's access to the health records of certain children.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00826I.HTM
Relating to reports to the legislature on administrative hearings conducted by the State Office of Administrative Hearings.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02161I.HTM
Relating to a study on veteran deaths caused by suicide.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02148I.HTM
Relating to mental health professional staffing requirements at law schools at public institutions of higher education.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02160I.HTM
Relating to the establishment of a border public health multidisciplinary response team within the office of border public health.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02151I.HTM
Relating to the application of prescription drug price rebates to reduce health benefit plan enrollee cost sharing.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02180I.HTM
Relating to the salary of certain employees who transfer within a state agency.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02157I.HTM
Relating to county jailer training on interacting with veterans in the criminal justice system.,House,2023-01-12,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01282I.HTM
Relating to the reporting of electronic political contributions accepted by certain political committees.,Senate,2023-02-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00756I.HTM
Relating to annual reporting regarding the establishment of certain school district planning and decision-making committees.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02172I.HTM
Relating to planning and financial responsibility requirements for certain aggregate production operations; providing for the imposition of an administrative penalty.,House,2022-12-22,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01093I.HTM
Relating to the consideration of ownership interests of certain persons in determining whether a business is a historically underutilized business for purposes of state contracting.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02182I.HTM
Relating to examinations for certain children in the conservatorship of the Department of Family and Protective Services.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02150I.HTM
Relating to county appropriations to historical foundations or organizations.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02185I.HTM
"Relating to the prosecution of the criminal offense of sale, distribution, or display of harmful material to a minor.",Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00828I.HTM
Relating to the period of continuous eligibility for the medical assistance program.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02216I.HTM
Recognizing Robert Rocha on the occasion of his retirement.,Senate,2023-01-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SR00021F.HTM
Relating to the monitoring of public school bilingual education and special language programs by the Texas Education Agency.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02164I.HTM
"Relating to inservice training on identifying abuse, neglect, and illegal, unprofessional, and unethical conduct in certain health care facilities.",Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00831I.HTM
Relating to the provision of solid waste disposal services by certain counties; authorizing a fee; creating a criminal offense.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02173I.HTM
Relating to requiring a man determined by adjudication or acknowledgment to be a child's father to pay retroactive child support beginning on the date of the child's conception.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02163I.HTM
Relating to entities authorized to issue and renew commercial driver's licenses.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00827I.HTM
"Relating to measures to prepare students to teach bilingual education, English as a second language, or Spanish.",House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02168I.HTM
"Congratulating Mike Evans of the Tampa Bay Buccaneers on recording his ninth consecutive 1,000-yard receiving season.",House,2023-01-30,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00122I.HTM
Congratulating the Blum High School volleyball team on winning the 1A championship at the 2022 UIL Volleyball State Tournament.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00227I.HTM
Relating to a restriction on total charges charged for extensions of consumer credit that a credit services organization obtains for a consumer or assists a consumer in obtaining.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02256I.HTM
Relating to the eligibility for unemployment benefits of individuals who are unemployed due to certain labor disputes.,House,2022-12-20,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01055I.HTM
Relating to authorizing the insurance of revenue bonds for certain capital projects at Texas Tech University Health Sciences Center at El Paso.,Senate,2023-02-11,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00846I.HTM
"Relating to the confidentiality of certain information on a marriage license, an application for a marriage license, and a declaration of informal marriage.",House,2023-02-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02091I.HTM
Proposing a constitutional amendment to authorize the legislature to set a lower limit on the maximum appraised value of a residence homestead for ad valorem taxation.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SJ00047I.HTM
Relating to the selection and administration of an appraisal review board in certain counties; authorizing a fee.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02249I.HTM
Relating to continuing judicial training regarding family violence victims.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00855I.HTM
