Description,Chamber,Created date,Energy Policy Index,URL
Relating to the recipients of opioid antagonists under the opioid antagonist program.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00867I.HTM
Relating to the deadline for submitting certain recount petitions.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00825I.HTM
Relating to health benefit coverage for bariatric surgery under the state employees group benefits program.,Senate,2023-02-11,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00842I.HTM
Honoring Tom Brady for his National Football League career and his civic engagement.,House,2023-02-11,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00218I.HTM
Relating to criminal history record information reviews of certain individuals providing services to individuals with an intellectual or developmental disability.,House,2022-12-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01009I.HTM
Relating to the qualifications of statistical agents for the commissioner of insurance.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02188I.HTM
Relating to the automatic expunction of all records and files related to arrests for certain misdemeanor offenses.,House,2023-02-11,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02193I.HTM
"Relating to the labeling, advertising, and sale of products as ""Made in Texas""; authorizing a civil penalty.",House,2023-02-11,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02194I.HTM
Proposing a constitutional amendment to authorize a political subdivision other than a school district to establish a limitation on the amount of ad valorem taxes that the political subdivision may impose on the residence homesteads of persons who are disabled or elderly and their surviving spouses.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SJ00042I.HTM
Relating to appropriations to historical foundations by certain counties.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02184I.HTM
"Directing the Texas Facilities Commission to name the Capitol Complex Child Development Center ""Emma's Garden"" in honor of Emma Barrientos.",House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00044I.HTM
Relating to the establishment of the Texas Center for Rural Health Education at The University of Texas Rio Grande Valley.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02171I.HTM
"Relating to a notification requirement if a public school, including an open-enrollment charter school, does not have a nurse assigned to the school during all instructional hours.",House,2023-02-03,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01854I.HTM
Relating to the authority of a taxing unit other than a school district to establish a limitation on the amount of ad valorem taxes that the taxing unit may impose on the residence homesteads of individuals who are disabled or elderly and their surviving spouses.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00830I.HTM
Relating to review and approval of advanced placement courses by the State Board of Education.,House,2023-02-03,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01822I.HTM
Relating to establishing a digital textbook and learning materials subscription pilot program.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02177I.HTM
Relating to the allocation and deposit of certain surplus state revenue to the property tax relief fund for use in reducing school district maintenance and operations ad valorem taxes.,House,2023-01-13,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01325I.HTM
Honoring Jefferson County for its support of Jefferson County Habitat for Humanity.,House,2023-02-06,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00159F.HTM
"Relating to a notification requirement if a public school, including an open-enrollment charter school, does not have a nurse assigned to the school during all instructional hours.",House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02176I.HTM
Relating to a study on nurse-to-patient ratios for critical care patients in health care facilities.,House,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02219I.HTM
Relating to the suspension of a county elections administrator.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00823I.HTM
Relating to the availability of financial information of nonprofit corporations for public inspection.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00835I.HTM
Relating to the establishment of a grant program for school districts or open-enrollment charter school campuses that are designated as full-service community schools.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00822I.HTM
Relating to the filing of applications for expunction of certain information contained in arrest records and files.,House,2023-02-04,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01909I.HTM
Relating to designating March 4 as COVID-19 Heroes and Memorial Day.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02166I.HTM
Relating to hiring and licensing certain veterans as peace officers.,House,2023-01-03,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01152I.HTM
Relating to a plan by the Department of State Health Services to establish and improve tuition reimbursement and student loan repayment programs for health care professionals serving border communities.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02167I.HTM
Relating to notice of rights provided to a patient receiving involuntary inpatient mental health services.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02149I.HTM
Relating to the minimum wage for certain tipped employees.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02175I.HTM
Relating to eligibility requirements for student loan repayment assistance for certain mental health professionals.,House,2023-02-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02100I.HTM
Relating to the payment of a fee for the administration of a bilingual education certificate examination.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02147I.HTM
Relating to the prosecution of the criminal offense of operation of an unmanned aircraft over certain facilities.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02159I.HTM
Relating to a plan by the Texas Juvenile Justice Department to modernize juvenile detention facilities.,House,2023-01-28,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01774I.HTM
Relating to the use of certain lighting equipment on motorcycles and mopeds.,Senate,2023-02-14,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00859I.HTM
"Recognizing March 9, 2023, as Calhoun County Day at the State Capitol.",House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00216I.HTM
Relating to the enforcement of the rights of crime victims.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00819I.HTM
Relating to the deadline to request a contested case hearing on an authorization to use a standard permit for a concrete plant.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00817I.HTM
Proposing a constitutional amendment to abolish the office of county treasurer of Somervell County.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00109I.HTM
Relating to the punishment for possession of child pornography; increasing criminal penalties.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02143I.HTM
Relating to definitions for purposes of gambling criminal offenses.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02142I.HTM
Relating to a motion to overturn an executive director decision on an authorization to use a standard permit for certain concrete plants.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00816I.HTM
"Commemorating the Lunar New Year on January 22, 2023.",House,2023-01-19,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HR00047F.HTM
Expressing support for the Electoral College.,House,2023-02-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00041I.HTM
Relating to appeals to justice courts of certain appraisal review board orders.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00832I.HTM
Relating to psychological evaluations before the provision of gender reassignment treatments and procedures.,House,2023-02-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02116I.HTM
Relating to the restrictions that may be included in a protective order on a person found to have committed family violence.,House,2023-02-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02095I.HTM
Relating to the review by the Sunset Advisory Commission of the sale of personal data by state agencies.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00821I.HTM
Relating to the availability of financial information of nonprofit corporations for public inspection.,House,2023-02-07,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01957I.HTM
Relating to verifying the citizenship of an applicant for voter registration; creating a criminal offense.,House,2023-02-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02123I.HTM
Relating to publication of notices by a governmental entity on the Internet websites of a newspaper and the Texas Press Association.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02178I.HTM
Relating to requirements for subscription service contracts; providing a civil penalty.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02165I.HTM
Relating to an exemption from ad valorem taxation of certain royalty interests owned by a charitable organization.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00834I.HTM
"Relating to reading instruction, assessment instruments, and interventions provided to public school students.",House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02162I.HTM
Relating to the use of public schools as polling place locations.,Senate,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/SB00824I.HTM
Relating to expanding the number of dispensing organization license holders under the Texas Compassionate-Use Program.,House,2023-01-11,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01250I.HTM
Relating to the bilingual education allotment under the public school finance system.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02169I.HTM
Relating to toll collections by a toll project entity.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02170I.HTM
"Relating to a notification requirement if a public school, including an open-enrollment charter school, does not have a nurse assigned to the school during all instructional hours.",House,2023-01-12,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB01281I.HTM
Relating to the position of chief information security officer in the Department of Information Resources.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02156I.HTM
Relating to the reporting of electronic political contributions accepted by certain political committees.,House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB02145I.HTM
"Urging local police departments to take action against police officers that fail to follow laws, policies, and regulations.",House,2023-02-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00043I.HTM
