Description,Chamber,Created date,Energy Policy Index,URL
"An Act amending Title 66 (Public Utilities) of the Pennsylvania Consolidated Statutes, in alternative form of regulation of telecommunications services, further providing for additional powers and duties of commission.",Senate,2023-01-13,3.1562,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0085&pn=0034
"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in dissemination of criminal history record information, further providing for use of records for employment.",House,2022-03-24,3.154,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2452&pn=2873
"An Act amending Title 51 (Military Affairs) of the Pennsylvania Consolidated Statutes, in general provisions, further providing for definitions; and, in State Armory Board, further providing for composition and general functions, for erection of armories and for management of armories, providing for management of buildings and structures located at Fort Indiantown Gap, further providing for purchase or lease of ground for armories, for donation of land by political subdivisions, for donation of property and services by political subdivisions, for sale of unusable armories and land, sale or lease of timber and mineral rights, for payment of armory rentals by Commonwealth, for rental of armories, for property in armories of units in Federal service, for State Treasury Armory Fund and for maintenance, construction and repairs.",House,2022-02-16,3.1475,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2346&pn=2761
"An Act amending the act of May 3, 1933 (P.L.242, No.86), referred to as the Cosmetology Law, providing for cosmetology training through career and technical center.",Senate,2022-04-12,3.1475,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1197&pn=1573
"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in bank and trust company shares tax, further providing for ascertainment of taxable amount and exclusion of United States obligations.",House,2022-06-03,3.1347,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2645&pn=3188
"An Act amending the act of July 7, 1947 (P.L.1368, No.542), known as the Real Estate Tax Sale Law, further providing for the title of the act; and, in sale of property, providing for county demolition and rehabilitation fund.",Senate,2023-01-20,3.1283,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0149&pn=0123
"An Act amending Title 54 (Names) of the Pennsylvania Consolidated Statutes, providing for Compassionate Name Change Assistance Grant Program and for powers and duties of Department of Community and Economic Development; establishing the Compassionate Name Change Assistance Grant Fund; and making an appropriation.",Senate,2022-04-02,3.1283,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1146&pn=1531
"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in sales and use tax, further providing for exclusions from tax.",Senate,2023-01-13,3.122,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0102&pn=0037
"A Resolution recognizing February 15, 2022, as ""Love is Love Day"" in Pennsylvania.",Senate,2022-02-08,3.122,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=R&billNbr=0089&pn=1379
"An Act amending the act of October 27, 1955 (P.L.744, No.222), known as the Pennsylvania Human Relations Act, further providing for findings and declaration of policy, for right to freedom from discrimination in employment, housing and public accommodation, for definitions and for unlawful discriminatory practices.",Senate,2023-01-31,3.1188,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0238&pn=0204
"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in tax amnesty program for fiscal year 2009-2010, further providing for establishment of program; in tax amnesty program for fiscal year 2016-2017, further providing for establishment of program; and providing for 2021 tax penalty forgiveness program.",House,2022-01-22,3.083,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2274&pn=2636
"An Act authorizing the Department of General Services, with the approval of the Governor, to grant and convey to the City of Philadelphia certain land, buildings and improvements situate in the 40th Ward of the City of Philadelphia, Philadelphia County; and making a related repeal.",Senate,2022-10-12,3.0761,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1352&pn=1960
"A Resolution recognizing February 15, 2023, as ""Love is Love Day"" in Pennsylvania.",Senate,2023-02-21,3.072,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=R&billNbr=0036&pn=0354
A Resolution directing the Joint State Government Commission to conduct a study of long-term care facilities' impact relating to Medicaid funds in this Commonwealth.,Senate,2022-05-04,3.0476,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=R&billNbr=0288&pn=1629
"An Act amending the act of December 17, 1968 (P.L.1224, No.387), known as the Unfair Trade Practices and Consumer Protection Law, providing for unlawful retention policy.",House,2022-04-12,3.0356,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2511&pn=2984
"An Act amending the act of May 3, 1933 (P.L.242, No.86), referred to as the Cosmetology Law, providing for salon area.",Senate,2022-06-16,3.0356,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1287&pn=1768
"An Act amending Title 74 (Transportation) of the Pennsylvania Consolidated Statutes, providing for Pennsylvania Infrastructure Bank and for Pennsylvania Infrastructure Bank Fund; and making related repeals.",House,2022-01-08,3.0236,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2216&pn=2582
"An Act amending Titles 23 (Domestic Relations) and 51 (Military Affairs) of the Pennsylvania Consolidated Statutes, enacting the Uniform Deployed Parents Custody and Visitation Act; making related repeals; and making editorial changes.",House,2022-01-26,3.01,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2287&pn=2675
"An Act amending the act of December 22, 1983 (P.L.306, No.84), known as the Board of Vehicles Act, in vehicles, further providing for grounds for disciplinary proceedings and for off-premise sales, shows, exhibitions or rallies on Sundays.",House,2022-05-25,3.0,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2622&pn=3160
"A Resolution recognizing the month of June 2022 as ""Black Music Appreciation Month"" in Pennsylvania.",Senate,2022-06-24,2.9653,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=R&billNbr=0320&pn=1816
"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in certification of teachers, providing for dance teaching certificates.",House,2022-06-15,2.9653,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2678&pn=3251
"An Act amending Title 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in juvenile matters, further providing for definitions, repealing provisions relating to summary offenses, providing for financial obligations imposed on child and further providing for disposition of delinquent child.",Senate,2022-05-19,2.9425,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1233&pn=1652
"An Act amending the act of October 27, 1955 (P.L.744, No.222), known as the Pennsylvania Human Relations Act, further providing for unlawful discriminatory practices.",Senate,2022-04-09,2.9425,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1168&pn=1563
"An Act amending the act of October 5, 1978 (P.L.1109, No.261), known as the Osteopathic Medical Practice Act, further providing for definitions; and abrogating a regulation.",Senate,2022-04-05,2.9313,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1161&pn=1541
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, establishing the American Rescue Plan Local Bridge Trust Fund Grant Program; and making an appropriation.",House,2022-04-27,2.9036,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2557&pn=3069
"An Act amending the act of April 12, 1951 (P.L.90, No.21), known as the Liquor Code, in licenses and regulations and liquor, alcohol and malt and brewed beverages, providing for shipment of spirits; and making an editorial change.",House,2022-02-10,2.9036,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2342&pn=2739
"An Act authorizing the Department of General Services, with the approval of the Governor, to grant and convey to City Center Investment Corp., certain lands situate in the City of Allentown and the City of Bethlehem, Lehigh County; and making a related repeal.",Senate,2022-09-14,2.8954,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1328&pn=1896
"An Act amending Title 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in sentencing, further providing for definitions and for sentencing procedure for murder of the first degree.",House,2022-06-02,2.8872,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2642&pn=3186
A Resolution directing the Legislative Budget and Finance Committee to conduct a study and issue a report on the impact of housing on health in this Commonwealth.,Senate,2023-02-01,2.8872,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=R&billNbr=0024&pn=0239
"A Resolution establishing a legislative task force on intellectual disabilities, developmental disabilities and autism and directing the Joint State Government Commission to study the impact of this Commonwealth's current delivery of services to individuals with intellectual disabilities, developmental disabilities and autism and to report its findings and recommendations to the House of Representatives.",House,2022-06-21,2.8657,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=R&billNbr=0212&pn=3273
"A Resolution designating January 6, 2022, as ""1/6 Day"" in Pennsylvania to honor the law enforcement officers who defended our nation against the insurrection at the United States Capitol and the members of the Congress of the United States who proceeded to vote despite threats to their personal safety, on the one-year anniversary of the January 6, 2021, insurrection.",Senate,2022-01-12,2.8571,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=R&billNbr=0215&pn=1312
"An Act amending the act of April 17, 2016 (P.L.84, No.16), known as the Medical Marijuana Act, in preliminary provisions, further providing for definitions; and, in program, further providing for lawful use of medical marijuana and for unlawful use of medical marijuana.",Senate,2022-05-24,2.8444,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1238&pn=1662
"A Concurrent Resolution extending in whole the disaster emergency declared on January 28, 2022, and extended on February 9, 2022, in response to the Forbes Avenue/Fern Hollow Bridge collapse.",House,2022-03-05,2.8444,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=R&billNbr=0180&pn=2799
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, in additional special funds and restricted accounts, further providing for distributions from Pennsylvania Race Horse Development Fund.",House,2022-01-29,2.8444,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2315&pn=2693
"An Act amending the act of April 12, 1951 (P.L.90, No.21), known as the Liquor Code,  in licenses and regulations and liquor, alcohol and malt and brewed beverages, further providing for breweries; and, in distilleries, wineries, bonded warehouses, bailees for hire and transporters for hire, further providing for limited distilleries and distilleries.",House,2022-08-03,2.8339,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2757&pn=3399
"A Resolution designating January 6, 2023, as ""1/6 Day"" in Pennsylvania to honor the law enforcement officers who defended our nation against the insurrection at the United States Capitol and the members of the Congress of the United States who proceeded to vote despite threats to their personal safety, on the two-year anniversary of the January 6, 2021, insurrection.",Senate,2023-01-20,2.8319,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=R&billNbr=0008&pn=0104
"An Act designating a bridge, identified as Bridge Key 45635, on that portion of S.R. 1036, also known as Rowena Drive, over Howells Run at Lake Rowena, Ebensburg Borough, Cambria County, as the Charles J. Vizzini Memorial Bridge.",House,2022-05-27,2.7927,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2631&pn=3173
"An Act amending Title 38 (Holidays and Observances) of the Pennsylvania Consolidated Statutes, in veteran recognition, providing for Women Veterans Day.",House,2022-02-19,2.7927,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2361&pn=2775
"An Act amending the act of April 9, 1929 (P.L.177, No.175), known as The Administrative Code of 1929,  in temporary regulatory flexibility authority, further providing for definitions and for COVID-19 regulatory flexibility authority; and making an editorial change.",Senate,2022-01-15,2.7826,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1019&pn=1321
A Concurrent Resolution designating Pennsylvania as a Hidden Heroes state in support of military and veteran caregivers.,House,2022-06-01,2.7726,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=R&billNbr=0210&pn=3179
A Concurrent Resolution designating Pennsylvania as a Hidden Heroes state in support of military and veteran caregivers.,Senate,2022-10-07,2.7726,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=R&billNbr=0346&pn=1957
"An Act amending the act of June 13, 1967 (P.L.31, No.21), known as the Human Services Code, in general powers and duties of the Department of Public Welfare, providing for COVID-19 mental health public awareness campaign.",House,2022-09-10,2.7626,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2806&pn=3443
"An Act amending Title 3 (Agriculture) of the Pennsylvania Consolidated Statutes, in crop insurance, further providing for definitions, for crop insurance financial assistance and for funding.",Senate,2023-01-31,2.7527,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0283&pn=0170
"An Act amending the act of June 27, 2006 (1st Sp.Sess., P.L.1873, No.1), known as the Taxpayer Relief Act, in senior citizens property tax and rent rebate assistance, further providing for definitions.",Senate,2023-01-13,2.7429,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0086&pn=0035
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, providing for ARPA property tax and rent rebate one-time supplemental rebate; and making an appropriation.",Senate,2022-04-09,2.7429,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1187&pn=1566
"An Act amending the act of July 19, 1979 (P.L.130, No.48), known as the Health Care Facilities Act, in general provisions, repeals and effective date, providing for acute care mental health bed registry and referrals.",Senate,2023-01-20,2.7429,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0178&pn=0144
"An Act amending Title 51 (Military Affairs) of the Pennsylvania Consolidated Statutes, in military educational programs relating to medical officer or health officer incentive program, further providing for definitions, for establishment of program, for program stipend, for additional incentives, for recoupment of incentive payments and for adjustment of stipend amounts; and making editorial changes.",Senate,2023-01-17,2.7396,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0162&pn=0043
"An Act amending the act of July 19, 1979 (P.L.130, No.48), known as the Health Care Facilities Act,  in general provisions, repeals and effective date, providing for acute care mental health bed registry and referrals.",Senate,2022-03-04,2.735,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1128&pn=1458
"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in preliminary provisions, providing for school mascots; and, in duties and powers of boards of school directors, further providing for school athletics, publications and organizations.",House,2022-10-08,2.7331,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2876&pn=3551
"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in inchoate crimes, providing for the offense of possession of firearm or other dangerous weapon in public recreation area.",Senate,2023-01-20,2.7042,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0053&pn=0096
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, providing for American Rescue Plan Act funding for Violence Intervention and Prevention Programs; imposing a duty on the Pennsylvania Commission on Crime and Delinquency; and making an appropriation.",House,2022-07-15,2.7042,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2753&pn=3392
"An Act providing for auditor qualifications for the Department of the Auditor General, for new department employees, for current department employees, for employee certification, for forensic audits, for fraud audits and for committee standards.",Senate,2022-05-06,2.6947,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1214&pn=1632
"An Act amending the act of April 28, 1937 (P.L.417, No.105), known as the Milk Marketing Law, in weighing and testing, further providing for certified testers and for certified weighers and samplers.",House,2022-03-24,2.6947,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2457&pn=2877
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, providing for ARPA property tax and rent rebate one-time supplemental rebate; and making an appropriation.",Senate,2022-06-24,2.6947,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1297&pn=1817
"A Resolution recognizing November 10, 2022, as ""Marine Corps Day"" in Pennsylvania in honor of the United States Marine Corps' 247th anniversary of its founding.",Senate,2022-10-14,2.6947,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=R&billNbr=0355&pn=1967
"An Act amending the act of June 13, 1967 (P.L.31, No.21), known as the Human Services Code, in departmental powers and duties as to licensing, providing for prelicensure waiver of physical site requirements and further providing for regulations and for rules and regulations for personal care home and assisted living residences.",Senate,2022-04-27,2.69,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1198&pn=1618
"An Act amending Title 51 (Military Affairs) of the Pennsylvania Consolidated Statutes, in disabled veterans' real estate tax exemption, further providing for definitions; and establishing the Disabled Veterans' Real Estate Tax Exemption Amnesty Program.",House,2022-01-27,2.6853,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2297&pn=2682
"A Concurrent Resolution designating October 20, 2022, as ""Lights on Afterschool Day"" in Pennsylvania.",Senate,2022-10-16,2.6853,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=R&billNbr=0359&pn=1971
"An Act amending the act of April 12, 1951 (P.L.90, No.21), known as the Liquor Code,  in licenses and regulations and liquor, alcohol and malt and brewed beverages, further providing for limiting number of retail licenses to be issued in each county.",House,2022-05-03,2.6853,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2571&pn=3083
"A Concurrent Resolution designating October 20, 2022, as ""Lights on Afterschool Day"" in Pennsylvania.",House,2022-10-14,2.676,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=R&billNbr=0237&pn=3558
"An Act amending Title 3 (Agriculture) of the Pennsylvania Consolidated Statutes, in food protection, further providing for penalties and prohibiting certain food packaging; and imposing a penalty.",Senate,2022-10-04,2.676,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1351&pn=1955
"An Act amending Titles 27 (Environmental Resources) and 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, providing for Legionnaires' disease risk management in public water systems; establishing the Legionnaires' Disease Drinking Water Risk Management Restricted Account; and providing for Legionnaires' disease prevention.",Senate,2022-03-10,2.6534,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1125&pn=1476
An Act establishing the PennSERVE Office within the Department of Labor and Industry; creating the PennSERVE Advisory Board; providing for coordination of Commonwealth community service programs; and making a related repeal.,House,2022-04-21,2.6513,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2529&pn=3007
"A Resolution designating the week of July 25 through 29, 2022, as ""Construction Opioid Awareness Week"" in Pennsylvania.",Senate,2022-06-21,2.6483,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=R&billNbr=0316&pn=1792
"An Act amending the act of May 3, 1933 (P.L.242, No.86), referred to as the Cosmetology Law, providing for salon area requirements and further providing for temporary licenses.",House,2022-06-29,2.6483,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2727&pn=3328
"An Act amending the act of April 12, 1951 (P.L.90, No.21), known as the Liquor Code, in Pennsylvania Liquor Control Board, providing for self-exclusion.",House,2022-09-10,2.6122,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2811&pn=3446
"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, further providing for definitions and for possession of firearm by minor; and making editorial changes.",Senate,2022-07-22,2.6034,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1307&pn=1868
"An Act amending Title 3 (Agriculture) of the Pennsylvania Consolidated Statutes, providing for extensive amendments to the very small meat processor Federal inspection reimbursement grant program; in agriculture and youth development, further providing for definitions and for grants; in Commonwealth Specialty Crop Block Grant Program, further providing for Commonwealth Specialty Crop Block Grant Fund; in Urban Agricultural Infrastructure Grant Program, further providing for legislative intent, for definitions, for grant program and for distribution of grant money; and, in Farm-to-School Program, further providing for findings and declarations, for grant program and for applications and review of applications.",Senate,2022-05-19,2.6005,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1236&pn=1650
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, in disposition of abandoned and unclaimed property, further providing for notice and publication of lists of property subject to custody and control of the Commonwealth under this article.",House,2022-09-03,2.5859,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2796&pn=3433
An Act establishing the School-Based Mental Health Professionals Loan Forgiveness Program; and providing for powers and duties of the Department of Education and the Pennsylvania Higher Education Assistance Agency.,Senate,2022-06-03,2.5851,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1257&pn=1702
"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, in sales and use tax, further providing for definitions.",Senate,2023-02-21,2.5772,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0397&pn=0341
"An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, providing for healthy outdoor public grounds; and imposing duties on the Department of Health, the Department of Environmental Protection and the Department of Agriculture.",House,2022-08-30,2.5743,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2789&pn=3428
"An Act amending the act of June 25, 1982 (P.L.633, No.181), known as the Regulatory Review Act, further providing for definitions and for existing regulations.",Senate,2023-01-20,2.56,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0190&pn=0088
"An Act amending the act of April 14, 1972 (P.L.233, No.64), known as The Controlled Substance, Drug, Device and Cosmetic Act, further providing for the definition of ""drug paraphernalia"" and for prohibited acts and penalties.",House,2022-01-19,2.5515,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2264&pn=2627
