Description,Chamber,Created date,Energy Policy Index,URL
"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, establishing the Pandemic Relief Grant Program and the COVID-State Fiscal Recovery Restricted Account; and imposing powers and duties on the State Treasurer.",House,2022-01-13,1.2929,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2245&pn=2602
"An Act amending Title 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, in child protective services, providing for study to determine drug abuse by parents within resource families; and establishing the Selection and Advisory Council.",Senate,2023-01-31,1.2929,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0229&pn=0198
"An Act amending Title 40 (Insurance) of the Pennsylvania Consolidated Statutes, in regulation of insurers and related persons generally, providing for insurance data security; in reserve liabilities, repealing provisions relating to small company exemption and providing for adoption of exemption standards of NAIC Valuation Manual; and establishing penalties.",House,2022-04-08,1.2757,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2499&pn=2950
"An Act amending the act of May 3, 1933 (P.L.242, No.86), referred to as the Cosmetology Law, further providing for definitions, for practice without license prohibited, for eligibility requirements for examination, for limited licenses, for requirements of a school of cosmetology, for practice in licensed salons only, for booth rental prohibited, for fees, for duration and renewal of licenses and for penalties.",House,2022-05-05,1.258,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2575&pn=3089
"An Act amending the act of October 13, 2010 (P.L.506, No.72), known as the Construction Workplace Misclassification Act, further providing for definitions, for improper classification of employees and for criminal penalties, providing for private right of action, further providing for administrative penalties, for retaliation for action prohibited, for availability of information and for funding.",Senate,2022-02-15,1.257,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1056&pn=1397
"An Act providing for the creation of keystone opportunity dairy zones to facilitate the economic development of Pennsylvania's dairy industry; authorizing expenditures; providing tax exemptions, tax deductions, tax abatements and tax credits; creating additional obligations of the Commonwealth and local governmental units; and prescribing powers and duties of certain State and local departments, agencies and officials.",House,2022-03-17,1.2501,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=0223&pn=2842
"An Act amending the act of December 16, 1998 (P.L.980, No.129), known as the Police Officer, Firefighter, Correction Employee and National Guard Member Child Beneficiary Education Act, extending benefits to certain surviving spouses; and further providing for title of act, for short title, for definitions, for Postsecondary Educational Gratuity Program, for report to General Assembly and for retroactivity.",Senate,2023-02-21,1.2327,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0367&pn=0310
"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, providing for gun violence task forces.",House,2022-09-17,1.2038,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2831&pn=3482
"An Act providing for the capital budget for fiscal year 2022-2023; itemizing public improvement projects, furniture and equipment projects, transportation assistance, redevelopment assistance projects, flood control projects and Pennsylvania Fish and Boat Commission projects leased or assisted by the Department of General Services and other State agencies, together with their estimated financial costs; authorizing the incurring of debt without the approval of the electors for the purpose of financing the projects to be constructed, acquired or assisted by the Department of General Services and other State agencies; authorizing the use of current revenue for the purpose of financing the projects to be constructed, acquired or assisted by the Department of General Services and other State agencies stating the estimated useful life of the projects; and making appropriations.",Senate,2022-02-21,1.1998,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1076&pn=1416
"An Act amending Titles 18 (Crimes and Offenses), 20 (Decedents, Estates and Fiduciaries) and 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, in assault, further providing for the offense of aggravated assault and for probable cause arrests in domestic violence cases; repealing provisions relating to abortion; in incapacitated persons, further providing for provisions concerning powers, duties and liabilities; providing for reproductive rights; imposing duties on the Department of Health; and imposing penalties.",House,2022-10-08,1.195,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2877&pn=3572
"An Act amending Title 75 (Vehicles) of the Pennsylvania Consolidated Statutes, in snowmobiles and all-terrain vehicles, further providing for short title of chapter, for definitions, for restricted accounts, for registration of dealers, for registration of snowmobile or ATV, for limited registration of snowmobile or ATV, for certificate of title for snowmobile or ATV, for transfer to or from dealer, for transfer of snowmobile or ATV by operation of law, for issuance of new certificate following transfer, for suspension and cancellation of certificate of title, for application for certificate of title by agent, for perfection of security interest in a snowmobile or ATV, for satisfaction of security interest, for release of security interest, for assignment by secured party of security interest, for exemptions, for snowmobile or ATV purchased from dealer, for fees, for records, for Snowmobile and ATV Advisory Committee, for operation on streets and highways, for designation of snowmobile and ATV roads, for special snowmobile and ATV events, for operation on private or State property, for operation by persons under age sixteen, for operation in safe manner, for additional limitations on operation, for accidents and accident reports, for liability of owner for negligence, for liability insurance, for head lamps and tail lamps, for brakes, for mufflers and sound control, for enforcement personnel and procedures and for penalties for violation of chapter; and making editorial changes.",Senate,2022-02-08,1.1916,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1045&pn=1373
"An Act amending Title 61 (Prisons and Parole) of the Pennsylvania Consolidated Statutes, establishing the Prison Industry Enhancement Authority; providing for employment of prisoners by private industry and for subcontracts with correctional agencies; establishing guidelines for prisoner compensation; and providing for location of private sector prison industry.",Senate,2022-02-10,1.1828,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1054&pn=1388
An Act establishing the Overdose Information Network; providing for implementation and for use; and conferring powers and imposing duties on the Pennsylvania State Police.,Senate,2022-03-25,1.1815,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1152&pn=1512
"An Act amending Title 61 (Prisons and Parole) of the Pennsylvania Consolidated Statutes, establishing the Prison Industry Enhancement Authority; providing for employment of prisoners by private industry and for subcontracts with correctional agencies; establishing guidelines for prisoner compensation; and providing for location of private sector prison industry.",Senate,2023-01-20,1.1731,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0175&pn=0141
"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971, prohibiting tax deductions for anti-union activities.",House,2022-07-13,1.1636,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2749&pn=3387
"An Act amending Title 27 (Environmental Resources) of the Pennsylvania Consolidated Statutes, providing for permit review process and establishing the Permitting Technology Restricted Account.",House,2022-02-25,1.161,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2365&pn=2779
"An Act amending the act of July 19, 1979 (P.L.130, No.48), known as the Health Care Facilities Act, in licensing of health care facilities, further providing for definitions, for licensure and for issuance of license; and, in general provisions, repeals and effective date, providing for confidentiality.",House,2022-10-22,1.1594,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2883&pn=3579
"An Act amending the act of April 12, 1951 (P.L.90, No.21), known as the Liquor Code, in licenses and regulations and liquor, alcohol and malt and brewed beverages, further providing for authority to issue liquor licenses to hotels, restaurants and clubs, for sales by liquor licensees and restrictions, for sale of malt or brewed beverages by liquor licensees, for retail dispensers' restrictions on purchases and sales, for unlawful acts relative to malt or brewed beverages and licensees and for premises to be vacated by patrons.",Senate,2023-02-11,1.1514,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0360&pn=0286
"An Act amending Title 64 (Public Authorities and Quasi-Public Corporations) of the Pennsylvania Consolidated Statutes, establishing the Delinquent Debt Intercept Authority, Delinquent Debt Intercept Program and Delinquent Debt Intercept Fund.",Senate,2022-04-05,1.1126,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1170&pn=1543
"An Act amending Title 71 (State Government) of the Pennsylvania Consolidated Statutes, in boards and offices, providing for information technology; establishing the Office of Information Technology and the Information Technology Fund; providing for administrative and procurement procedures and for the Joint Cybersecurity Oversight Committee; imposing duties on the Office of Information Technology; providing for administration of Pennsylvania Statewide Radio Network; and imposing penalties.",Senate,2023-02-01,1.112,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0284&pn=0258
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, providing for Collaborative Care Model and Primary Care Behavioral Health Model Implementation Program; and making an appropriation.",House,2022-06-17,1.1082,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2686&pn=3263
"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in school safety and security, providing for trauma-informed records program.",House,2022-09-20,1.1019,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2301&pn=3492
"An Act amending the act of June 27, 2006 (1st Sp.Sess., P.L.1873, No.1), known as the Taxpayer Relief Act, in tax relief in cities of the first class, further providing for supplemental senior citizen tax reduction; and, in senior citizens property tax and rent rebate assistance, further providing for definitions, for property tax and rent rebate and for funds for payment of claims.",Senate,2022-10-16,1.0847,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1355&pn=1973
"An Act amending the act of June 27, 2006 (1st Sp.Sess., P.L.1873, No.1), known as the Taxpayer Relief Act, in tax relief in cities of the first class, further providing for supplemental senior citizen tax reduction; and, in senior citizens property tax and rent rebate assistance, further providing for definitions, for property tax and rent rebate and for funds for payment of claims.",Senate,2023-01-31,1.0847,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0182&pn=0165
"An Act amending the act of June 27, 2006 (1st Sp.Sess., P.L.1873, No.1), known as the Taxpayer Relief Act, in tax relief in cities of the first class, further providing for supplemental senior citizen tax reduction; and, in senior citizens property tax and rent rebate assistance, further providing for definitions, for property tax and rent rebate and for funds for payment of claims.",House,2022-07-01,1.0817,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2721&pn=3347
"An Act amending the act of July 19, 1979 (P.L.130, No.48), known as the Health Care Facilities Act, providing for temporary health care services agencies.",House,2022-01-27,1.0811,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2293&pn=2687
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, in emergency COVID-19 response, providing for Long-Term Care Facility Employee Retention Grant Program.",House,2022-02-08,1.0726,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2325&pn=2719
An Act providing for the establishment and funding of a center to conduct research on gun violence in this Commonwealth.,Senate,2023-01-20,1.0726,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0059&pn=0099
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, establishing the Snow and Ice Removal Safety Grant Program and the Snow and Ice Removal Safety Grant Program Account; and making an appropriation.",Senate,2022-10-25,1.0637,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1354&pn=1999
"An Act amending Title 3 (Agriculture) of the Pennsylvania Consolidated Statutes, providing for licensing and regulation of agricultural commodity handlers; creating an Agricultural Commodity Indemnity Fund; and providing for penalties and enforcement.",House,2022-04-29,1.0611,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2564&pn=3077
"An Act amending Title 3 (Agriculture) of the Pennsylvania Consolidated Statutes, providing for licensing and regulation of agricultural commodity handlers; creating an Agricultural Commodity Indemnity Fund; and providing for penalties and enforcement.",Senate,2022-01-26,1.0604,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1032&pn=1340
"An Act amending Title 20 (Decedents, Estates and Fiduciaries) of the Pennsylvania Consolidated Statutes, in intestate succession, further providing for share of surviving spouse; in wills, further providing for modification by circumstances and for penalty clause for contest; in administration and personal representatives, providing for application to co-personal representatives; in estates, further providing for modification by divorce or pending divorce; and, in trusts, further providing for rules of construction - UTC 112 and providing for modification by circumstances and for penalty clause for contest.",Senate,2022-01-27,1.0364,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1034&pn=1357
A Resolution proposing special rules of practice and procedure in the Senate when sitting on impeachment trials.,Senate,2022-11-30,1.0309,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=R&billNbr=0386&pn=2020
A Resolution proposing a special rule of practice and procedure in the Senate when sitting on impeachment trials.,Senate,2023-01-11,1.0302,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=R&billNbr=0016&pn=0027
"An Act amending Title 35 (Health and Safety) of the Pennsylvania Consolidated Statutes, in general provisions, further providing for definitions; in Commonwealth services, further providing for definitions relating to intrastate mutual aid and for definitions relating to Fire and Emergency Medical Services Loan Program; in volunteer firefighters, further providing for definitions relating to fire relief association; in emergency responder mental wellness and stress management, further providing for definitions; in grants to fire companies and emergency medical services companies, further providing for definitions; and, in incentives for municipal volunteers of fire companies and nonprofit emergency medical services agencies, further providing for definitions.",House,2022-04-28,1.0186,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2516&pn=3066
A Resolution adopting Ethical Conduct Rules of the Senate.,Senate,2023-01-03,1.01,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=R&billNbr=0005&pn=0005
"An Act repealing the act of July 13, 1953 (P.L.377, No.85), entitled ""An act to provide revenue by imposing a tax on the use and storage of tangible personal property within the Commonwealth; providing for the assessment, collection and lien of the tax; imposing duties on prothonotaries; requiring sellers maintaining a place of business in this Commonwealth to register, make returns and collect the tax; prescribing penalties; and providing for the use of the proceeds of such tax for public school purposes.""",House,2022-10-07,0.9931,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2874&pn=3546
"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, in duties and powers of boards of school directors, establishing parent involvement programs and policies in school districts; and, in school health services, establishing the school health services task force.",House,2022-09-24,0.9922,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2851&pn=3521
"An Act amending Title 53 (Municipalities Generally) of the Pennsylvania Consolidated Statutes, in neighborhood blight reclamation and revitalization, providing for State blight data collection system.",House,2022-02-09,0.9759,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2329&pn=2723
"An Act amending the act of December 16, 1986 (P.L.1646, No.188), known as the Chiropractic Practice Act, providing for certified chiropractic assistants; in supportive personnel, further providing for supportive personnel; and making editorial changes.",House,2022-01-21,0.9648,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2267&pn=2630
"An Act amending the act of July 9, 1987 (P.L.220, No.39), known as the Social Workers, Marriage and Family Therapists and Professional Counselors Act, further providing for licensing and regulating the practice of music therapy; and making editorial changes.",Senate,2022-05-24,0.9458,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1239&pn=1659
"An Act amending the act of July 14, 1961 (P.L.637, No.329), known as the Wage Payment and Collection Law, further providing for definitions; providing for duty of department to report; further providing for civil remedies and penalties, for liquidated damages and for criminal penalties; providing for employer liability; and establishing the Wage Enforcement Fund.",Senate,2023-01-19,0.9393,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0094&pn=0070
"An Act amending the act of July 9, 1987 (P.L.220, No.39), known as the Social Workers, Marriage and Family Therapists and Professional Counselors Act, further providing for licensing and regulating the practice of music therapy; and making editorial changes.",House,2022-05-04,0.933,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2573&pn=3087
"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971,  in corporate net income tax, further providing for definitions and for imposition of tax.",Senate,2022-04-22,0.9121,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1077&pn=1599
"An Act amending the act of March 4, 1971 (P.L.6, No.2), known as the Tax Reform Code of 1971,  in corporate net income tax, further providing for definitions and for imposition of tax.",House,2022-04-14,0.9089,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2510&pn=2995
"An Act amending Titles 53 (Municipalities Generally) and 72 (Taxation and Fiscal Affairs) of the Pennsylvania Consolidated Statutes, eliminating school district property taxes; imposing county and school district taxes; establishing the School District Emergency Fund and the School District Property Tax Elimination Fund; consolidating Articles II and III of the Tax Reform Code of 1971; in preliminary provisions relating to sales and use tax, providing for definitions; in taxation generally relating to sales and use tax, providing for exclusions and for transfer to county sales and use tax accounts; and, in preliminary provisions relating to personal income tax, providing for definitions; and making related repeals.",House,2022-02-25,0.9066,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=0013&pn=2742
An Act providing for the highway capital budget project itemization for the fiscal year 2022-2023 to be financed from current revenue or by the incurring of debt.,House,2022-06-21,0.9026,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2702&pn=3283
"An Act amending Titles 18 (Crimes and Offenses) and 23 (Domestic Relations) of the Pennsylvania Consolidated Statutes, in offenses against the family, further providing for newborn protection; in child protective services, further providing for definitions and for taking child into protective custody; and, in newborn protection, further providing for definitions and for incubators for newborns, providing for health care providers at urgent care centers accepting newborns and further providing for reporting acceptance of newborns, for immunity and for duties of department.",Senate,2023-02-01,0.8972,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0267&pn=0232
"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in criminal history record information, further providing for definitions, for general regulations, for petition for limited access, for clean slate limited access, for exceptions and for effects of expunged records and records subject to limited access.",Senate,2022-08-26,0.8858,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1314&pn=1876
"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in criminal history record information, further providing for definitions, for general regulations, for petition for limited access, for clean slate limited access, for exceptions and for effects of expunged records and records subject to limited access.",House,2022-05-26,0.8737,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=1826&pn=3165
"An Act amending the act of December 3, 1959 (P.L.1688, No.621), known as the Housing Finance Agency Law, establishing the Pennsylvania Lease-Purchase Home Ownership Program and the Pennsylvania Lease-Purchase Home Ownership Program Fund.",House,2022-06-21,0.862,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2701&pn=3282
"An Act amending the act of October 27, 1955 (P.L.744, No.222), known as the Pennsylvania Human Relations Act, further providing for definitions, for unlawful discriminatory practices and for prohibition of certain real estate practices.",Senate,2023-01-20,0.8571,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0124&pn=0109
"An Act amending Title 27 (Environmental Resources) of the Pennsylvania Consolidated Statutes, providing for electronic waste recycling.",Senate,2022-08-11,0.8568,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1310&pn=1872
An Act providing for verification of construction contractors and for procedures for verification; establishing the Construction Contractor Verification Account; making an appropriation; and imposing penalties.,House,2022-02-04,0.8514,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2324&pn=2709
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, providing for Federal funds oversight.",House,2022-04-01,0.8486,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2482&pn=2927
A Resolution adopting the Rules of the Senate for the 207th and 208th Regular Session.,Senate,2023-01-03,0.8298,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=R&billNbr=0003&pn=0003
An Act requiring physician practices operating as part of an integrated delivery network to meet certain requirements to ensure patient access and consumer choice; and imposing powers and duties on the Insurance Department.,House,2022-10-22,0.8276,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2884&pn=3587
"An Act providing for testing for dangerous levels of radon and remediation measures in school buildings, residential buildings, residential homes and commercial buildings; and imposing penalties.",Senate,2023-02-11,0.8025,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0339&pn=0275
"An Act amending the act of April 12, 1951 (P.L.90, No.21), known as the Liquor Code,  in licenses and regulations and liquor, alcohol and malt and brewed beverages, further providing for sales by liquor licensees and restrictions and repealing provisions related to extension of licensed service area and issuance of off-premises catering permits.",Senate,2022-03-12,0.7975,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1138&pn=1483
"A Supplement to the act of December 8, 1982 (P.L.848, No.235), entitled ""An act providing for the adoption of capital projects related to the repair, rehabilitation or replacement of highway bridges to be financed from current revenue or by the incurring of debt and capital projects related to highway and safety improvement projects to be financed from current revenue of the Motor License Fund,"" itemizing additional State and local bridge projects.",House,2022-04-20,0.7867,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2526&pn=3003
"An Act amending the act of April 9, 1929 (P.L.343, No.176), known as The Fiscal Code, in 2021-2022 budget implementation, further providing for definitions and for Department of Human Services; and repealing provisions relating to family planning funding limitations.",House,2022-05-26,0.7845,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2626&pn=3168
A Resolution adopting the Rules of the Senate for the 207th and 208th Regular Session.,Senate,2023-01-03,0.7834,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=R&billNbr=0007&pn=0007
"An Act amending Title 18 (Crimes and Offenses) of the Pennsylvania Consolidated Statutes, in firearms and other dangerous articles, providing for firearm safety certificate and establishing the Firearm Safety and Enforcement Fund.",Senate,2023-02-01,0.78,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2023&sessInd=0&billBody=S&billTyp=B&billNbr=0281&pn=0244
"An Act amending Titles 18 (Crimes and Offenses) and 42 (Judiciary and Judicial Procedure) of the Pennsylvania Consolidated Statutes, in abortion, further providing for State Board of Medicine and State Board of Osteopathic Medicine; in bases of jurisdiction and interstate and international procedure, providing for interstate interference with reproductive health services; in depositions and witnesses, further providing for subpoenas and for summoning witness in this Commonwealth to testify in another state; and, in detainers and extradition, further providing for extradition of persons not present in demanding state at time of commission of crime.",House,2022-11-02,0.7726,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=H&billTyp=B&billNbr=2915&pn=3624
"An Act amending the act of March 10, 1949 (P.L.30, No.14), known as the Public School Code of 1949, establishing the Lifeline Scholarship Program.",Senate,2022-02-03,0.7719,http://www.legis.state.pa.us/CFDOCS/Legis/PN/Public/btCheck.cfm?txtType=HTM&sessYr=2021&sessInd=0&billBody=S&billTyp=B&billNbr=1050&pn=1363
